SpdkAppStartException	lib/rocksdb/env_spdk.cc:353
print_uline	app/spdk_nvme_identify/identify.c:843
print_usage	test/dma/test_dma/test_dma.c:977
print_zns_ns_data	app/spdk_nvme_identify/identify.c:1274
print_zns_zone	app/spdk_nvme_identify/identify.c:1135
probe_cb	examples/idxd/perf/perf.c:142
probe_internal	test/external_code/nvme/nvme.c:548
process	lib/ftl/nvc/ftl_nvc_bdev_non_vss.c:116
process_accel	test/external_code/accel/app_module.c:104
process_blk_task	lib/vhost/vhost_blk.c:652
process_completions	test/external_code/nvme/nvme.c:422
process_ctrl_request	lib/vhost/vhost_scsi.c:426
process_ctrlr_init	test/external_code/nvme/nvme.c:459
process_cuse_event	lib/nvme/nvme_cuse.c:944
process_file	test/app/jsoncat/jsoncat.c:52
process_finish	lib/ftl/ftl_l2p_cache.c:566
process_io_completions	test/unit/lib/bdev/raid/bdev_raid_sb.c/bdev_raid_sb_ut.c:196
process_migration_write_request	module/bdev/lvol/vbdev_lvol.c:1346
process_non_read_task_completion_test	test/unit/lib/iscsi/conn.c/conn_ut.c:420
process_packed_blk_task	lib/vhost/vhost_blk.c:693
process_packed_vq	lib/vhost/vhost_blk.c:895
process_page_in	lib/ftl/ftl_l2p_cache.c:581
process_page_out	lib/ftl/ftl_l2p_cache.c:628
process_page_out_retry	lib/ftl/ftl_l2p_cache.c:663
process_persist	lib/ftl/ftl_l2p_cache.c:893
process_persist_page_out_cb	lib/ftl/ftl_l2p_cache.c:599
process_read_cap_10	module/bdev/virtio/bdev_virtio_scsi.c:1379
process_read_cap_16	module/bdev/virtio/bdev_virtio_scsi.c:1412
process_removed_devs	lib/vhost/vhost_scsi.c:247
process_request	lib/vhost/vhost_scsi.c:664
process_scan_inquiry	module/bdev/virtio/bdev_virtio_scsi.c:1272
process_scan_inquiry_standard	module/bdev/virtio/bdev_virtio_scsi.c:1199
process_scan_inquiry_vpd_block_thin_provision	module/bdev/virtio/bdev_virtio_scsi.c:1253
process_scan_inquiry_vpd_supported_vpd_pages	module/bdev/virtio/bdev_virtio_scsi.c:1222
process_scan_resp	module/bdev/virtio/bdev_virtio_scsi.c:1435
process_scan_start_stop_unit	module/bdev/virtio/bdev_virtio_scsi.c:1166
process_scan_test_unit_ready	module/bdev/virtio/bdev_virtio_scsi.c:1178
process_trim	lib/ftl/ftl_l2p_cache.c:721
process_trim_page_in_cb	lib/ftl/ftl_l2p_cache.c:698
process_trim_page_out_cb	lib/ftl/ftl_l2p_cache.c:673
process_vq	lib/vhost/vhost_blk.c:861
propagate_scsi_error_status_for_split_read_tasks	test/unit/lib/iscsi/conn.c/conn_ut.c:338
proxy_create_channel	lib/blob/blob_md_journal.c:704
proxy_destroy	lib/blob/blob_md_journal.c:720
proxy_destroy_channel	lib/blob/blob_md_journal.c:712
proxy_get_base_bdev	lib/blob/blob_md_journal.c:900
proxy_is_degraded	lib/blob/blob_md_journal.c:945
proxy_is_range_valid	lib/blob/blob_md_journal.c:919
proxy_is_zeroes	lib/blob/blob_md_journal.c:911
proxy_translate_lba	lib/blob/blob_md_journal.c:927
prp_list_prep	test/unit/lib/nvme/nvme_pcie.c/nvme_pcie_ut.c:132
pt_bdev_ch_create_cb	module/bdev/passthru/vbdev_passthru.c:434
pt_bdev_ch_destroy_cb	module/bdev/passthru/vbdev_passthru.c:449
pt_init_ext_io_opts	module/bdev/passthru/vbdev_passthru.c:220
pt_read_get_buf_cb	module/bdev/passthru/vbdev_passthru.c:236
publish_pull_registration_request	lib/nvmf/mdns_server.c:180
push_arg	lib/env_dpdk/init.c:141
put_channel_during_reset	test/unit/lib/bdev/mt/bdev.c/bdev_ut.c:574
put_io_channel	lib/thread/thread.c:2447
put_on_list	test/unit/lib/ftl/ftl_mngt/ftl_mngt_ut.c:305
put_raid_io	test/unit/lib/bdev/raid/raid1.c/raid1_ut.c:170
q_addr	lib/nvmf/vfio_user.c:564
qos_dynamic_enable	test/unit/lib/bdev/mt/bdev.c/bdev_ut.c:1735
qos_dynamic_enable_done	test/unit/lib/bdev/mt/bdev.c/bdev_ut.c:1728
qpair_state_change_done	test/unit/lib/nvmf/ctrlr.c/ctrlr_ut.c:2804
queue_dequeue	lib/reduce/queue_internal.h:51
queue_empty	lib/reduce/queue_internal.h:27
queue_enqueue	lib/reduce/queue_internal.h:39
queue_full	lib/reduce/queue_internal.h:33
queue_index	lib/nvmf/vfio_user.c:570
queue_init	lib/reduce/queue_internal.h:21
queue_io	lib/ftl/ftl_core.c:374
queue_poll	module/bdev/ocf/vbdev_ocf.c:777
queue_size	lib/reduce/queue_internal.h:63
quick_test_complete	test/bdev/bdevio/bdevio.c:211
raid0_base_io_complete	module/bdev/raid/raid0.c:273
raid0_bdev_io_completion	module/bdev/raid/raid0.c:28
raid0_resize	module/bdev/raid/raid0.c:403
raid0_start	module/bdev/raid/raid0.c:363
raid0_submit_null_payload_request	module/bdev/raid/raid0.c:296
raid0_submit_rw_request	module/bdev/raid/raid0.c:76
raid1_channel_next_read_base_bdev	module/bdev/raid/raid1.c:220
raid1_correct_read_error	module/bdev/raid/raid1.c:98
raid1_correct_read_error_completion	module/bdev/raid/raid1.c:80
raid1_get_io_channel	module/bdev/raid/raid1.c:501
raid1_get_read_io_base_bdev	module/bdev/raid/raid1.c:73
raid1_init_ext_io_opts	module/bdev/raid/raid1.c:42
raid1_io_device_unregister_done	module/bdev/raid/raid1.c:447
raid1_ioch_create	module/bdev/raid/raid1.c:441
raid1_ioch_destroy	module/bdev/raid/raid1.c:436
raid1_null_payload_request_io_completion	module/bdev/raid/raid1.c:363
raid1_process_read_completed	module/bdev/raid/raid1.c:551
raid1_process_submit_write	module/bdev/raid/raid1.c:529
raid1_process_write_completed	module/bdev/raid/raid1.c:509
raid1_read_bdev_io_completion	module/bdev/raid/raid1.c:191
raid1_read_other_base_bdev	module/bdev/raid/raid1.c:149
raid1_read_other_completion	module/bdev/raid/raid1.c:131
raid1_resize	module/bdev/raid/raid1.c:588
raid1_start	module/bdev/raid/raid1.c:457
raid1_stop	module/bdev/raid/raid1.c:491
raid1_submit_null_payload_request	module/bdev/raid/raid1.c:369
raid1_submit_read_request	module/bdev/raid/raid1.c:239
raid1_submit_rw_request	module/bdev/raid/raid1.c:331
raid1_submit_write_request	module/bdev/raid/raid1.c:276
raid1_write_bdev_io_completion	module/bdev/raid/raid1.c:52
raid5f_ch_to_r5f_info	module/bdev/raid/raid5f.c:156
raid5f_chunk_complete_bdev_io	module/bdev/raid/raid5f.c:385
raid5f_chunk_read_complete	module/bdev/raid/raid5f.c:659
raid5f_chunk_set_iovcnt	module/bdev/raid/raid5f.c:503
raid5f_chunk_stripe_req	module/bdev/raid/raid5f.c:162
raid5f_chunk_submit	module/bdev/raid/raid5f.c:425
raid5f_chunk_submit_retry	module/bdev/raid/raid5f.c:406
raid5f_get_io_channel	module/bdev/raid/raid5f.c:1136
raid5f_init_ext_io_opts	module/bdev/raid/raid5f.c:415
raid5f_io_device_unregister_done	module/bdev/raid/raid5f.c:1116
raid5f_ioch_create	module/bdev/raid/raid5f.c:1005
raid5f_ioch_destroy	module/bdev/raid/raid5f.c:978
raid5f_process_stripe_request_reconstruct_xor_done	module/bdev/raid/raid5f.c:1189
raid5f_process_submit_write	module/bdev/raid/raid5f.c:1164
raid5f_process_write_completed	module/bdev/raid/raid5f.c:1144
raid5f_reconstruct_reads_completed_cb	module/bdev/raid/raid5f.c:691
raid5f_start	module/bdev/raid/raid5f.c:1064
raid5f_stop	module/bdev/raid/raid5f.c:1126
raid5f_stripe_data_chunks_num	module/bdev/raid/raid5f.c:168
raid5f_stripe_parity_chunk_index	module/bdev/raid/raid5f.c:174
raid5f_stripe_request_alloc	module/bdev/raid/raid5f.c:876
raid5f_stripe_request_free	module/bdev/raid/raid5f.c:835
raid5f_stripe_request_map_iovecs	module/bdev/raid/raid5f.c:521
raid5f_stripe_request_reconstruct_xor_done	module/bdev/raid/raid5f.c:680
raid5f_stripe_request_release	module/bdev/raid/raid5f.c:180
raid5f_stripe_request_submit_chunks	module/bdev/raid/raid5f.c:588
raid5f_stripe_write_request_xor_done	module/bdev/raid/raid5f.c:612
raid5f_submit_rw_request	module/bdev/raid/raid5f.c:805
raid5f_submit_write_request	module/bdev/raid/raid5f.c:625
raid5f_xor_stripe	module/bdev/raid/raid5f.c:281
raid5f_xor_stripe_cb	module/bdev/raid/raid5f.c:226
raid5f_xor_stripe_continue	module/bdev/raid/raid5f.c:252
raid5f_xor_stripe_done	module/bdev/raid/raid5f.c:194
raid5f_xor_stripe_md_cb	module/bdev/raid/raid5f.c:242
raid5f_xor_stripe_retry	module/bdev/raid/raid5f.c:357
raid_base_bdev_reset_complete	module/bdev/raid/bdev_raid.c:858
raid_bdev_alloc_sb_io_buf	module/bdev/raid/bdev_raid_sb.c:96
raid_bdev_alloc_superblock	module/bdev/raid/bdev_raid_sb.c:35
raid_bdev_base_bdev_slot	module/bdev/raid/bdev_raid.h:409
raid_bdev_ch_process_cleanup	module/bdev/raid/bdev_raid.c:180
raid_bdev_ch_process_setup	module/bdev/raid/bdev_raid.c:197
raid_bdev_ch_sync	module/bdev/raid/bdev_raid.c:3312
raid_bdev_channel_abort_start_process	module/bdev/raid/bdev_raid.c:3114
raid_bdev_channel_get_base_channel	module/bdev/raid/bdev_raid.c:141
raid_bdev_channel_get_base_info	module/bdev/raid/bdev_raid.c:155
raid_bdev_channel_get_module_ctx	module/bdev/raid/bdev_raid.c:147
raid_bdev_channel_process_finish	module/bdev/raid/bdev_raid.c:2751
raid_bdev_channel_remove_base_bdev	module/bdev/raid/bdev_raid.c:2128
raid_bdev_channel_start_process	module/bdev/raid/bdev_raid.c:3167
raid_bdev_channels_abort_start_process_done	module/bdev/raid/bdev_raid.c:3103
raid_bdev_channels_remove_base_bdev_done	module/bdev/raid/bdev_raid.c:2150
raid_bdev_channels_start_process_done	module/bdev/raid/bdev_raid.c:3125
raid_bdev_cleanup	module/bdev/raid/bdev_raid.c:376
raid_bdev_cleanup_and_free	module/bdev/raid/bdev_raid.c:406
raid_bdev_config_json	module/bdev/raid/bdev_raid.c:1590
raid_bdev_configure	module/bdev/raid/bdev_raid.c:1973
raid_bdev_configure_base_bdev_cont	module/bdev/raid/bdev_raid.c:3318
raid_bdev_configure_cont	module/bdev/raid/bdev_raid.c:1889
raid_bdev_configure_write_sb_cb	module/bdev/raid/bdev_raid.c:1944
raid_bdev_create_cb	module/bdev/raid/bdev_raid.c:258
raid_bdev_create_from_sb	module/bdev/raid/bdev_raid.c:3671
raid_bdev_deconfigure_base_bdev	module/bdev/raid/bdev_raid.c:413
raid_bdev_delete	module/bdev/raid/bdev_raid.c:2568
raid_bdev_destroy_cb	module/bdev/raid/bdev_raid.c:339
raid_bdev_destruct	module/bdev/raid/bdev_raid.c:523
raid_bdev_dump_info_json	module/bdev/raid/bdev_raid.c:1282
raid_bdev_event_cb	module/bdev/raid/bdev_raid.c:1874
raid_bdev_examine	module/bdev/raid/bdev_raid.c:4092
raid_bdev_examine_ctx_free	module/bdev/raid/bdev_raid.c:3974
raid_bdev_examine_done	module/bdev/raid/bdev_raid.c:4050
raid_bdev_examine_event_cb	module/bdev/raid/bdev_raid.c:4003
raid_bdev_examine_load_sb	module/bdev/raid/bdev_raid.c:4008
raid_bdev_examine_load_sb_done	module/bdev/raid/bdev_raid.c:3992
raid_bdev_examine_no_sb	module/bdev/raid/bdev_raid.c:3710
raid_bdev_examine_others	module/bdev/raid/bdev_raid.c:3771
raid_bdev_examine_others_done	module/bdev/raid/bdev_raid.c:3738
raid_bdev_exit	module/bdev/raid/bdev_raid.c:1562
raid_bdev_fail_base_bdev	module/bdev/raid/bdev_raid.c:2447
raid_bdev_fail_base_remove_cb	module/bdev/raid/bdev_raid.c:2416
raid_bdev_find_base_info_by_bdev	module/bdev/raid/bdev_raid.c:2074
raid_bdev_find_by_name	module/bdev/raid/bdev_raid.c:1401
raid_bdev_find_by_uuid	module/bdev/raid/bdev_raid.c:1415
raid_bdev_fini_start	module/bdev/raid/bdev_raid.c:1535
raid_bdev_free	module/bdev/raid/bdev_raid.c:394
raid_bdev_free_base_bdev_resource	module/bdev/raid/bdev_raid.c:433
raid_bdev_free_superblock	module/bdev/raid/bdev_raid_sb.c:53
raid_bdev_get_ctx_size	module/bdev/raid/bdev_raid.c:1607
raid_bdev_get_io_channel	module/bdev/raid/bdev_raid.c:1214
raid_bdev_get_memory_domains	module/bdev/raid/bdev_raid.c:1348
raid_bdev_get_opts	module/bdev/raid/bdev_raid.c:97
raid_bdev_init	module/bdev/raid/bdev_raid.c:1636
raid_bdev_init_superblock	module/bdev/raid/bdev_raid_sb.c:65
raid_bdev_io_complete	module/bdev/raid/bdev_raid.c:724
raid_bdev_io_device_unregister_cb	module/bdev/raid/bdev_raid.c:466
raid_bdev_io_generate	test/unit/lib/bdev/raid/raid0.c/raid0_ut.c:781
raid_bdev_io_generate_by_strips	test/unit/lib/bdev/raid/raid0.c/raid0_ut.c:732
raid_bdev_io_set_default_status	module/bdev/raid/bdev_raid.h:415
raid_bdev_io_split	module/bdev/raid/bdev_raid.c:930
raid_bdev_io_type_supported	module/bdev/raid/bdev_raid.c:1185
raid_bdev_level_to_str	module/bdev/raid/bdev_raid.c:1476
raid_bdev_module_find	module/bdev/raid/bdev_raid.c:115
raid_bdev_module_list_add	module/bdev/raid/bdev_raid.c:129
raid_bdev_module_stop_done	module/bdev/raid/bdev_raid.c:482
raid_bdev_opts_config_json	module/bdev/raid/bdev_raid.c:1574
raid_bdev_parse_superblock	module/bdev/raid/bdev_raid_sb.c:136
raid_bdev_process_add_finish_action	module/bdev/raid/bdev_raid.c:1834
raid_bdev_process_alloc_request	module/bdev/raid/bdev_raid.c:3199
raid_bdev_process_base_bdev_remove_cont	module/bdev/raid/bdev_raid.c:2251
raid_bdev_process_channel_update	module/bdev/raid/bdev_raid.c:2873
raid_bdev_process_channels_update_done	module/bdev/raid/bdev_raid.c:2865
raid_bdev_process_consume_token	module/bdev/raid/bdev_raid.c:2993
raid_bdev_process_continue_poll	module/bdev/raid/bdev_raid.c:3036
raid_bdev_process_do_finish	module/bdev/raid/bdev_raid.c:2801
raid_bdev_process_finish	module/bdev/raid/bdev_raid.c:2810
raid_bdev_process_finish_done	module/bdev/raid/bdev_raid.c:2711
raid_bdev_process_finish_quiesced	module/bdev/raid/bdev_raid.c:2770
raid_bdev_process_finish_target_removed	module/bdev/raid/bdev_raid.c:2665
raid_bdev_process_finish_unquiesce	module/bdev/raid/bdev_raid.c:2698
raid_bdev_process_finish_unquiesced	module/bdev/raid/bdev_raid.c:2677
raid_bdev_process_finish_write_sb	module/bdev/raid/bdev_raid.c:2618
raid_bdev_process_finish_write_sb_cb	module/bdev/raid/bdev_raid.c:2609
raid_bdev_process_free	module/bdev/raid/bdev_raid.c:3228
raid_bdev_process_lock_window_range	module/bdev/raid/bdev_raid.c:3010
raid_bdev_process_request_complete	module/bdev/raid/bdev_raid.c:2885
raid_bdev_process_request_free	module/bdev/raid/bdev_raid.c:3191
raid_bdev_process_start	module/bdev/raid/bdev_raid.c:3180
raid_bdev_process_thread_init	module/bdev/raid/bdev_raid.c:3072
raid_bdev_process_thread_run	module/bdev/raid/bdev_raid.c:3047
raid_bdev_process_to_str	module/bdev/raid/bdev_raid.c:1516
raid_bdev_process_unlock_window_range	module/bdev/raid/bdev_raid.c:2850
raid_bdev_process_window_range_locked	module/bdev/raid/bdev_raid.c:2972
raid_bdev_process_window_range_unlocked	module/bdev/raid/bdev_raid.c:2833
raid_bdev_read_sb_cb	module/bdev/raid/bdev_raid_sb.c:231
raid_bdev_read_sb_ctx_free	module/bdev/raid/bdev_raid_sb.c:188
raid_bdev_read_sb_remainder	module/bdev/raid/bdev_raid_sb.c:198
raid_bdev_remove_base_bdev	module/bdev/raid/bdev_raid.c:2401
raid_bdev_remove_base_bdev_cont	module/bdev/raid/bdev_raid.c:2162
raid_bdev_remove_base_bdev_done	module/bdev/raid/bdev_raid.c:2092
raid_bdev_remove_base_bdev_on_quiesced	module/bdev/raid/bdev_raid.c:2186
raid_bdev_remove_base_bdev_on_unquiesced	module/bdev/raid/bdev_raid.c:2114
raid_bdev_remove_base_bdev_quiesce	module/bdev/raid/bdev_raid.c:2224
raid_bdev_remove_base_bdev_write_sb_cb	module/bdev/raid/bdev_raid.c:2171
raid_bdev_resize_base_bdev	module/bdev/raid/bdev_raid.c:2472
raid_bdev_resize_write_sb_cb	module/bdev/raid/bdev_raid.c:2453
raid_bdev_sb_check_crc	module/bdev/raid/bdev_raid_sb.c:124
raid_bdev_sb_update_crc	module/bdev/raid/bdev_raid_sb.c:117
raid_bdev_set_opts	module/bdev/raid/bdev_raid.c:103
raid_bdev_start_rebuild	module/bdev/raid/bdev_raid.c:3285
raid_bdev_state_to_str	module/bdev/raid/bdev_raid.c:1506
raid_bdev_str_to_level	module/bdev/raid/bdev_raid.c:1460
raid_bdev_str_to_state	module/bdev/raid/bdev_raid.c:1490
raid_bdev_submit_request	module/bdev/raid/bdev_raid.c:1069
raid_bdev_submit_reset_request	module/bdev/raid/bdev_raid.c:890
raid_bdev_submit_rw_request	module/bdev/raid/bdev_raid.c:968
raid_bdev_unregistering_cont	module/bdev/raid/bdev_raid.c:1828
raid_bdev_unregistering_stop_process	module/bdev/raid/bdev_raid.c:1855
raid_bdev_write_config_json	module/bdev/raid/bdev_raid.c:1306
raid_bdev_write_info_json	module/bdev/raid/bdev_raid.c:1222
raid_bdev_write_sb_base_bdev_done	module/bdev/raid/bdev_raid_sb.c:325
raid_bdev_write_superblock	module/bdev/raid/bdev_raid_sb.c:397
raid_bdev_write_superblock_cb	module/bdev/raid/bdev_raid_sb.c:338
raid_io_cleanup	test/unit/lib/bdev/raid/concat.c/concat_ut.c:265
raid_test_bdev_io_complete	test/unit/lib/bdev/raid/concat.c/concat_ut.c:154
raid_test_create_io_channel	test/unit/lib/bdev/raid/common.c:202
raid_test_create_raid_bdev	test/unit/lib/bdev/raid/common.c:102
raid_test_delete_raid_bdev	test/unit/lib/bdev/raid/common.c:172
raid_test_destroy_io_channel	test/unit/lib/bdev/raid/common.c:226
raid_test_params_add	test/unit/lib/bdev/raid/common.c:93
raid_test_params_alloc	test/unit/lib/bdev/raid/common.c:73
raid_test_params_free	test/unit/lib/bdev/raid/common.c:85
rbd_thread_set_cpumask	module/bdev/rbd/bdev_rbd.c:1042
rbd_update_callback	module/bdev/rbd/bdev_rbd.c:115
rdma_add_dev	lib/rdma_utils/rdma_utils.c:237
rdma_check_contiguous_entries	lib/rdma_utils/rdma_utils.c:104
rdma_create_event_channel	test/unit/lib/nvme/nvme_rdma.c/nvme_rdma_ut.c:121
rdma_free_devices	test/unit/lib/rdma/common.c/common_ut.c:65
rdma_get_devices	test/unit/lib/nvme/nvme_rdma.c/nvme_rdma_ut.c:107
rdma_mlx5_dv_init_qpair	lib/rdma_provider/rdma_provider_mlx5_dv.c:27
rdma_remove_dev	lib/rdma_utils/rdma_utils.c:261
rdma_sync_dev_list	lib/rdma_utils/rdma_utils.c:285
reactor_construct	lib/event/reactor.c:207
reactor_interrupt_fini	lib/event/reactor.c:1535
reactor_interrupt_init	lib/event/reactor.c:1475
reactor_interrupt_run	lib/event/reactor.c:943
reactor_post_process_lw_thread	lib/event/reactor.c:921
reactor_run	examples/thread/thread/thread_ex.c:88
reactor_run_fini	examples/thread/thread/thread_ex.c:112
reactor_schedule_thread_event	lib/event/reactor.c:1459
reactor_thread_op	examples/thread/thread/thread_ex.c:160
reactor_thread_op_supported	examples/thread/thread/thread_ex.c:171
read_blob	examples/blob/hello_world/hello_blob.c:151
read_brq_end	lib/ftl/ftl_band_ops.c:218
read_cb	test/unit/lib/reduce/reduce.c/reduce_ut.c:738
read_chunk_p2l_map	lib/ftl/ftl_nv_cache.c:858
read_chunk_p2l_map_cb	lib/ftl/ftl_nv_cache.c:837
read_complete	examples/bdev/hello_world/hello_bdev.c:60
read_complete_cb	lib/lvol/lvol.c:4995
read_data	test/unit/lib/sock/sock.c/sock_ut.c:476
read_data_fairness	test/unit/lib/sock/sock.c/sock_ut.c:608
read_dump_cb	examples/blob/cli/blobcli.c:559
read_entry_cb	lib/ftl/utils/ftl_md.c:785
read_fd_message	lib/vfio_user/host/vfio_user.c:90
read_get_buffer_done	lib/ublk/ublk.c:1298
read_job_config	examples/bdev/bdevperf/bdevperf.c:2432
read_json_into_buffer	test/app/fuzz/common/fuzz_common.h:103
read_md	lib/ftl/ftl_band_ops.c:473
read_md_cb	lib/ftl/ftl_band_ops.c:420
read_rq_end	lib/ftl/ftl_band_ops.c:89
read_sysfs_attribute	lib/util/file.c:63
read_sysfs_attribute_uint32	test/unit/lib/util/file.c/file_ut.c:42
read_tail_md_cb	lib/ftl/ftl_band_ops.c:484
read_task_split_in_order_case	test/unit/lib/iscsi/conn.c/conn_ut.c:267
read_task_split_reverse_order_case	test/unit/lib/iscsi/conn.c/conn_ut.c:303
read_test	test/nvme/err_injection/err_injection.c:150
read_test_cb	test/nvme/err_injection/err_injection.c:125
read_write	test/unit/lib/reduce/reduce.c/reduce_ut.c:1002
read_write_blocks	lib/ftl/utils/ftl_md.c:532
read_write_blocks_cb	lib/ftl/utils/ftl_md.c:454
readv_writev	test/unit/lib/reduce/reduce.c/reduce_ut.c:1041
reclaim_cache_buffers	lib/blobfs/blobfs.c:2004
reclaim_unit_handle_status	test/nvme/fdp/fdp.c:355
reclaim_unit_handle_update	test/nvme/fdp/fdp.c:322
recover_open_chunk_cleanup	lib/ftl/ftl_nv_cache.c:2369
recover_open_chunk_close_chunk	lib/ftl/ftl_nv_cache.c:2339
recover_open_chunk_close_chunk_cb	lib/ftl/ftl_nv_cache.c:2312
recover_open_chunk_execute	lib/ftl/ftl_nv_cache.c:2360
recover_open_chunk_persist_p2l_map	lib/ftl/ftl_nv_cache.c:2297
recover_open_chunk_persist_p2l_map_cb	lib/ftl/ftl_nv_cache.c:2285
recover_open_chunk_prepare	lib/ftl/ftl_nv_cache.c:2266
recovery_chunk_cpl	lib/blob/blob_md_journal.c:1046
recovery_chunk_recover_p2l_map	lib/ftl/nvc/ftl_nvc_bdev_non_vss.c:153
recovery_chunk_recover_p2l_map_cb	lib/ftl/nvc/ftl_nvc_bdev_non_vss.c:126
recovery_issue_next	lib/blob/blob_md_journal.c:1093
recovery_iter_advance	lib/ftl/mngt/ftl_mngt_recovery.c:51
recovery_iter_done	lib/ftl/mngt/ftl_mngt_recovery.c:45
recovery_iteration_cb	lib/ftl/mngt/ftl_mngt_recovery.c:171
recovery_rebuild	lib/blob/blob_md_journal.c:988
recv_buf_expand	lib/jsonrpc/jsonrpc_client_tcp.c:50
recvmsg	test/unit/lib/sock/posix.c/posix_ut.c:148
redirect_after_migrate_get_buf_cb	module/bdev/lvol/vbdev_lvol.c:1773
redirect_get_buf_cb	module/bdev/lvol/vbdev_lvol.c:1567
reduce_rw_blocks_cb	module/bdev/compress/vbdev_compress.c:108
refresh_after_popup	app/spdk_top/spdk_top.c:3180
refresh_cores_tab	app/spdk_top/spdk_top.c:1796
refresh_pollers_tab	app/spdk_top/spdk_top.c:1586
refresh_tab	app/spdk_top/spdk_top.c:1825
refresh_threads_tab	app/spdk_top/spdk_top.c:1447
region_upgrade	lib/ftl/mngt/ftl_mngt_upgrade.c:36
region_upgrade_cb	lib/ftl/mngt/ftl_mngt_upgrade.c:19
region_verify	lib/ftl/upgrade/ftl_layout_upgrade.c:139
register_aio_file	test/nvme/overhead/overhead.c:168
register_bdev	test/unit/lib/bdev/mt/bdev.c/bdev_ut.c:287
register_controllers	app/spdk_nvme_perf/perf.c:3065
register_ctrlr	app/spdk_nvme_perf/perf.c:1427
register_dev	examples/nvme/hotplug/hotplug.c:64
register_file	app/spdk_nvme_perf/perf.c:695
register_files	app/spdk_nvme_perf/perf.c:787
register_initiator_group_twice_case	test/unit/lib/iscsi/init_grp.c/init_grp_ut.c:62
register_ns	app/spdk_nvme_perf/perf.c:1259
register_thread	examples/thread/thread/thread_ex.c:246
register_vbdev	module/bdev/ocf/vbdev_ocf.c:1138
register_worker	test/nvme/reset/reset.c:460
register_workers	app/spdk_nvme_perf/perf.c:2943
release_complete	examples/fsdev/hello_world/hello_fsdev.c:184
remap_dif	test/unit/lib/bdev/raid/raid0.c/raid0_ut.c:221
remote_op_comp	lib/lvol/lvol.c:4362
remove_acked_pdu	lib/iscsi/iscsi.c:4407
remove_base_bdev	module/bdev/ocf/vbdev_ocf.c:162
remove_bdev_from_group	lib/bdev/bdev.c:9819
remove_bs_on_error_cb	lib/lvol/lvol.c:672
remove_cb	examples/nvme/hotplug/hotplug.c:279
remove_controller_test	test/unit/lib/vhost/vhost.c/vhost_ut.c:448
remove_core_cache_lock_cmpl	module/bdev/ocf/vbdev_ocf.c:214
remove_core_cmpl	module/bdev/ocf/vbdev_ocf.c:204
remove_discovery_entry	module/bdev/nvme/bdev_nvme.c:7556
remove_hwqps_from_poll_groups_test	test/unit/lib/nvmf/fc.c/fc_ut.c:379
remove_newlines	lib/jsonrpc/jsonrpc_server.c:35
remove_rte_dev	lib/env_dpdk/pci.c:95
report_successful_opcodes	test/app/fuzz/nvme_fuzz/nvme_fuzz.c:228
req_alloc_buffers	test/dma/test_dma/test_dma.c:730
request_prepare_transfer_in_part	lib/nvmf/rdma.c:1136
request_transfer_in	lib/nvmf/rdma.c:1094
request_transfer_out	lib/nvmf/rdma.c:1164
reservation_ns_acquire	test/nvme/reserve/reserve.c:252
reservation_ns_completion	test/nvme/reserve/reserve.c:136
reservation_ns_release	test/nvme/reserve/reserve.c:289
reservation_ns_report	test/nvme/reserve/reserve.c:194
reserve_controller	test/nvme/reserve/reserve.c:325
reset_bdev_nvme_status	test/unit/lib/nvmf/ctrlr_bdev.c/ctrlr_bdev_ut.c:320
reset_cb	examples/bdev/bdevperf/bdevperf.c:1425
reset_completions	test/unit/lib/bdev/mt/bdev.c/bdev_ut.c:858
reset_done	test/unit/lib/bdev/mt/bdev.c/bdev_ut.c:564
reset_examine_claimed_ctx	test/unit/lib/bdev/bdev.c/bdev_ut.c:7389
reset_global_counters	test/unit/lib/init/rpc.c/rpc_ut.c:46
reset_globals	test/unit/lib/bdev/raid/bdev_raid.c/bdev_raid_ut.c:319
reset_job	examples/bdev/bdevperf/bdevperf.c:1444
reset_nvmf_rdma_request	test/unit/lib/nvmf/rdma.c/rdma_ut.c:131
reset_start_complete_race	test/unit/lib/bdev/mt/bdev.c/bdev_ut.c:2814
reset_ut_global_variables	test/unit/lib/nvme/nvme_opal.c/nvme_opal_ut.c:41
reset_zone_and_wait_for_completion	examples/nvme/hello_world/hello_world.c:161
reset_zone_complete	examples/bdev/hello_world/hello_bdev.c:167
resize_cb	examples/blob/cli/blobcli.c:274
resize_complete	examples/blob/hello_world/hello_blob.c:245
resize_interface	app/spdk_top/spdk_top.c:1261
restore	lib/ftl/mngt/ftl_mngt_md.c:214
restore_band_l2p_cb	lib/ftl/mngt/ftl_mngt_recovery.c:396
restore_band_state_cb	lib/ftl/mngt/ftl_mngt_recovery.c:202
restore_cb	lib/ftl/mngt/ftl_mngt_md.c:192
restore_chunk_l2p_cb	lib/ftl/mngt/ftl_mngt_recovery.c:496
restore_chunk_state_cb	lib/ftl/ftl_nv_cache.c:2187
restore_done	lib/ftl/utils/ftl_md.c:954
restore_mirror_cb	lib/ftl/utils/ftl_md.c:916
restore_sync_cb	lib/ftl/utils/ftl_md.c:939
ring_full	lib/blob/blob_md_journal.c:286
ring_next	lib/blob/blob_md_journal.c:280
rocksdb_run	lib/rocksdb/env_spdk.cc:624
rocksdb_shutdown	lib/rocksdb/env_spdk.cc:652
rollback_done	lib/ftl/mngt/ftl_mngt.c:581
